Id,SleepDay,TotalSleepRecords,TotalHourAsleep,TotalHourInBed,HoursAwakeInBed,DayName,TotalMinutesAsleep,TotalTimeInBed,MinutesAwakeInBed
6117666160,"2016-05-09 00:00:00",1,8.2,8.7,0.5,Monday,492,522,30
6775888955,"2016-04-13 00:00:00",1,3.91667,4.33333,0.416667,Wednesday,235,260,25
6775888955,"2016-04-14 00:00:00",1,7.05,7.35,0.3,Thursday,423,441,18
6775888955,"2016-04-15 00:00:00",1,6.51667,6.76667,0.25,Friday,391,406,15
6962181067,"2016-04-12 00:00:00",1,6.1,6.45,0.35,Tuesday,366,387,21
6962181067,"2016-04-13 00:00:00",3,10.5,11.3167,0.816667,Wednesday,630,679,49
6962181067,"2016-04-14 00:00:00",2,8.46667,8.91667,0.45,Thursday,508,535,27
6962181067,"2016-04-15 00:00:00",1,6.16667,6.43333,0.266667,Friday,370,386,16
6962181067,"2016-04-16 00:00:00",1,5.95,6.1,0.15,Saturday,357,366,9
6962181067,"2016-04-17 00:00:00",1,7.11667,7.43333,0.316667,Sunday,427,446,19
6962181067,"2016-04-18 00:00:00",1,7.36667,7.63333,0.266667,Monday,442,458,16
6962181067,"2016-04-19 00:00:00",1,7.93333,8.91667,0.983333,Tuesday,476,535,59
6962181067,"2016-04-20 00:00:00",1,6.96667,7.06667,0.1,Wednesday,418,424,6
6962181067,"2016-04-21 00:00:00",1,7.51667,7.61667,0.1,Thursday,451,457,6
6962181067,"2016-04-22 00:00:00",1,7.08333,7.25,0.166667,Friday,425,435,10
6962181067,"2016-04-23 00:00:00",1,8.8,9.1,0.3,Saturday,528,546,18
6962181067,"2016-04-24 00:00:00",1,8.51667,8.56667,0.05,Sunday,511,514,3
6962181067,"2016-04-25 00:00:00",1,6.66667,6.91667,0.25,Monday,400,415,15
6962181067,"2016-04-26 00:00:00",1,7.35,7.43333,0.0833333,Tuesday,441,446,5
6962181067,"2016-04-27 00:00:00",1,7.58333,7.78333,0.2,Wednesday,455,467,12
6962181067,"2016-04-28 00:00:00",1,7.33333,7.55,0.216667,Thursday,440,453,13
6962181067,"2016-04-29 00:00:00",1,7.21667,7.45,0.233333,Friday,433,447,14
6962181067,"2016-04-30 00:00:00",1,7.03333,7.06667,0.0333333,Saturday,422,424,2
6962181067,"2016-05-01 00:00:00",1,6.85,7.1,0.25,Sunday,411,426,15
6962181067,"2016-05-02 00:00:00",1,7.76667,8.03333,0.266667,Monday,466,482,16
6962181067,"2016-05-03 00:00:00",1,6.56667,6.96667,0.4,Tuesday,394,418,24
6962181067,"2016-05-04 00:00:00",1,7.36667,7.58333,0.216667,Wednesday,442,455,13
6962181067,"2016-05-05 00:00:00",1,7.78333,8.18333,0.4,Thursday,467,491,24
6962181067,"2016-05-06 00:00:00",1,7.38333,7.7,0.316667,Friday,443,462,19
6962181067,"2016-05-07 00:00:00",1,4.96667,5.56667,0.6,Saturday,298,334,36
6962181067,"2016-05-08 00:00:00",1,9.01667,9.48333,0.466667,Sunday,541,569,28
6962181067,"2016-05-09 00:00:00",1,8.15,8.28333,0.133333,Monday,489,497,8
6962181067,"2016-05-10 00:00:00",1,7.81667,8.01667,0.2,Tuesday,469,481,12
6962181067,"2016-05-11 00:00:00",1,7.53333,8,0.466667,Wednesday,452,480,28
6962181067,"2016-05-12 00:00:00",1,8.6,8.91667,0.316667,Thursday,516,535,19
7007744171,"2016-04-16 00:00:00",1,1.31667,1.36667,0.05,Saturday,79,82,3
7007744171,"2016-05-01 00:00:00",1,0.966667,1.01667,0.05,Sunday,58,61,3
7086361926,"2016-04-12 00:00:00",1,8.56667,8.75,0.183333,Tuesday,514,525,11
7086361926,"2016-04-13 00:00:00",1,7.51667,7.75,0.233333,Wednesday,451,465,14
7086361926,"2016-04-14 00:00:00",1,7.86667,7.93333,0.0666667,Thursday,472,476,4
7086361926,"2016-04-15 00:00:00",1,6.28333,6.43333,0.15,Friday,377,386,9
7086361926,"2016-04-19 00:00:00",1,7.86667,8.05,0.183333,Tuesday,472,483,11
7086361926,"2016-04-20 00:00:00",1,8.2,8.36667,0.166667,Wednesday,492,502,10
7086361926,"2016-04-21 00:00:00",1,6.5,6.85,0.35,Thursday,390,411,21
7086361926,"2016-04-22 00:00:00",1,7.13333,7.46667,0.333333,Friday,428,448,20
7086361926,"2016-04-24 00:00:00",1,11.35,11.7333,0.383333,Sunday,681,704,23
7086361926,"2016-04-25 00:00:00",1,7.43333,7.45,0.0166667,Monday,446,447,1
7086361926,"2016-04-26 00:00:00",1,8.08333,8.33333,0.25,Tuesday,485,500,15
7086361926,"2016-04-27 00:00:00",1,7.81667,7.98333,0.166667,Wednesday,469,479,10
7086361926,"2016-04-28 00:00:00",1,5.9,6.11667,0.216667,Thursday,354,367,13
7086361926,"2016-04-30 00:00:00",1,8.08333,8.15,0.0666667,Saturday,485,489,4
7086361926,"2016-05-01 00:00:00",1,6.46667,6.78333,0.316667,Sunday,388,407,19
7086361926,"2016-05-02 00:00:00",1,7.33333,7.65,0.316667,Monday,440,459,19
7086361926,"2016-05-03 00:00:00",1,7.6,7.68333,0.0833333,Tuesday,456,461,5
7086361926,"2016-05-04 00:00:00",1,7,7.26667,0.266667,Wednesday,420,436,16
7086361926,"2016-05-06 00:00:00",1,5.36667,5.55,0.183333,Friday,322,333,11
7086361926,"2016-05-07 00:00:00",1,8.83333,9.13333,0.3,Saturday,530,548,18
7086361926,"2016-05-08 00:00:00",1,8.01667,8.5,0.483333,Sunday,481,510,29
7086361926,"2016-05-09 00:00:00",1,7.11667,7.3,0.183333,Monday,427,438,11
7086361926,"2016-05-11 00:00:00",1,7.51667,7.71667,0.2,Wednesday,451,463,12
7086361926,"2016-05-12 00:00:00",1,7.4,7.61667,0.216667,Thursday,444,457,13
8053475328,"2016-04-20 00:00:00",1,8.1,8.21667,0.116667,Wednesday,486,493,7
8053475328,"2016-04-23 00:00:00",1,5.51667,5.61667,0.1,Saturday,331,337,6
8053475328,"2016-05-07 00:00:00",1,1.23333,1.25,0.0166667,Saturday,74,75,1
8378563200,"2016-04-12 00:00:00",1,5.63333,5.93333,0.3,Tuesday,338,356,18
8378563200,"2016-04-13 00:00:00",2,7.45,8.11667,0.666667,Wednesday,447,487,40
8378563200,"2016-04-14 00:00:00",1,7.06667,7.58333,0.516667,Thursday,424,455,31
8378563200,"2016-04-15 00:00:00",1,8.55,8.88333,0.333333,Friday,513,533,20
8378563200,"2016-04-16 00:00:00",2,10.1833,11.4833,1.3,Saturday,611,689,78
8378563200,"2016-04-17 00:00:00",2,8.75,9.85,1.1,Sunday,525,591,66
8378563200,"2016-04-18 00:00:00",1,6.63333,7.51667,0.883333,Monday,398,451,53
8378563200,"2016-04-19 00:00:00",1,6.45,7.01667,0.566667,Tuesday,387,421,34
8378563200,"2016-04-20 00:00:00",1,6.35,6.81667,0.466667,Wednesday,381,409,28
8378563200,"2016-04-21 00:00:00",1,6.6,6.95,0.35,Thursday,396,417,21
8378563200,"2016-04-22 00:00:00",1,7.35,7.81667,0.466667,Friday,441,469,28
8378563200,"2016-04-23 00:00:00",1,9.41667,9.85,0.433333,Saturday,565,591,26
8378563200,"2016-04-24 00:00:00",1,7.63333,8.2,0.566667,Sunday,458,492,34
8378563200,"2016-04-25 00:00:00",1,6.46667,6.7,0.233333,Monday,388,402,14
8378563200,"2016-04-26 00:00:00",1,9.16667,9.73333,0.566667,Tuesday,550,584,34
8378563200,"2016-04-27 00:00:00",1,8.85,10,1.15,Wednesday,531,600,69
8378563200,"2016-04-28 00:00:00",1,8.43333,9.26667,0.833333,Thursday,506,556,50
8378563200,"2016-04-29 00:00:00",1,8.78333,9.36667,0.583333,Friday,527,562,35
8378563200,"2016-04-30 00:00:00",1,7.8,9.25,1.45,Saturday,468,555,87
8378563200,"2016-05-01 00:00:00",1,7.91667,8.98333,1.06667,Sunday,475,539,64
8378563200,"2016-05-02 00:00:00",1,5.85,6.41667,0.566667,Monday,351,385,34
8378563200,"2016-05-03 00:00:00",1,6.75,7.15,0.4,Tuesday,405,429,24
8378563200,"2016-05-04 00:00:00",1,7.35,7.95,0.6,Wednesday,441,477,36
8378563200,"2016-05-05 00:00:00",1,6.35,6.95,0.6,Thursday,381,417,36
8378563200,"2016-05-06 00:00:00",1,5.38333,5.91667,0.533333,Friday,323,355,32
8378563200,"2016-05-07 00:00:00",2,7.65,8.55,0.9,Saturday,459,513,54
8378563200,"2016-05-08 00:00:00",1,9.08333,10.1,1.01667,Sunday,545,606,61
8378563200,"2016-05-09 00:00:00",1,5.98333,6.65,0.666667,Monday,359,399,40
8378563200,"2016-05-10 00:00:00",1,5.7,6.51667,0.816667,Tuesday,342,391,49
8378563200,"2016-05-11 00:00:00",1,6.13333,6.45,0.316667,Wednesday,368,387,19
8378563200,"2016-05-12 00:00:00",1,8.26667,9.1,0.833333,Thursday,496,546,50
8792009665,"2016-04-12 00:00:00",1,7.63333,8.21667,0.583333,Tuesday,458,493,35
8792009665,"2016-04-13 00:00:00",1,8.85,9.2,0.35,Wednesday,531,552,21
8792009665,"2016-04-14 00:00:00",1,8.1,8.38333,0.283333,Thursday,486,503,17
8792009665,"2016-04-15 00:00:00",1,6.05,6.28333,0.233333,Friday,363,377,14
8792009665,"2016-04-20 00:00:00",1,8.8,9.11667,0.316667,Wednesday,528,547,19
8792009665,"2016-04-22 00:00:00",1,6.51667,6.78333,0.266667,Friday,391,407,16
8792009665,"2016-04-23 00:00:00",1,5.65,6,0.35,Saturday,339,360,21
8792009665,"2016-04-27 00:00:00",1,7.05,7.13333,0.0833333,Wednesday,423,428,5
8792009665,"2016-04-28 00:00:00",1,6.7,6.93333,0.233333,Thursday,402,416,14
8792009665,"2016-04-29 00:00:00",1,6.63333,6.76667,0.133333,Friday,398,406,8
8792009665,"2016-04-30 00:00:00",1,5.71667,6,0.283333,Saturday,343,360,17
8792009665,"2016-05-01 00:00:00",1,8.38333,8.78333,0.4,Sunday,503,527,24
8792009665,"2016-05-02 00:00:00",1,6.91667,7.05,0.133333,Monday,415,423,8
8792009665,"2016-05-03 00:00:00",1,8.6,9.08333,0.483333,Tuesday,516,545,29
8792009665,"2016-05-04 00:00:00",1,7.31667,7.71667,0.4,Wednesday,439,463,24
